,x,y,r
0,0.3030493201015139,0.14130620441799632,0.8076925562130941
1,0.2982198606566854,0.14353386813226052,0.8076925562130941
2,0.30462295453540783,0.14639237002120428,0.8269230236686227
3,0.31000541062148823,0.14883941834911982,0.7884616272189622
4,0.3138040163481541,0.14421467841364435,0.903846278106547
5,0.3085894069636141,0.1416033732795116,0.7692306982248303
6,0.3138838342335283,0.1386660750977459,0.15384604733724536
7,0.31529219981624695,0.13272988720567988,0.5
8,0.32210879998869557,0.13767455746663382,0.09615372189345293
9,0.3229426868437878,0.14527955020903027,0.1346151183431134
10,0.3300311070158298,0.1515014498498784,0.07692279289932098
11,0.32530924895475327,0.15719017365450294,0.1346151183431134
12,0.32627852069197527,0.16445168215716047,0.15384604733724536
13,0.3344946071847745,0.1732995233936579,0.903846278106547
14,0.33750200380127915,0.16903235994658314,0.8461539526627546
15,0.33989883178504776,0.1638671975510803,0.6538460473372454
16,0.3442118618734307,0.16081143282365412,0.8653848816568865
17,0.34237862836019206,0.1551835080972667,0.7884616272189622
18,0.3373831362566729,0.15759360723661792,0.36538442011828315
19,0.33106730738660106,0.15861357669768397,0.11538465088758487
20,0.3340746085271661,0.1635099265856859,0.44230767455620756
21,0.3303301376581643,0.16970828185986744,0.2115383727810378
22,0.33147460774426346,0.17663909035107744,0.8461539526627546
23,0.32639757918846013,0.17619731363168228,0.5769232544379244
24,0.3210825291156265,0.1774995577077105,0.44230767455620756
25,0.32298861077065993,0.18230936820420166,0.8269230236686227
26,0.3214461014930241,0.19273174134842389,0.9423076745562076
27,0.32067007305723416,0.18781502644253878,0.8269230236686227
28,0.31609944888423486,0.18715190785273372,0.7500002307693017
29,0.31790318033218556,0.18252657596643368,0.9230770224852377
30,0.3153701081828322,0.17881462420240593,0.3076920946744907
31,0.31147258938290356,0.18231723542161174,0.7500002307693017
32,0.3057887157560028,0.18281076010018482,0.1730769763313773
33,0.30177490726183315,0.17853899471282894,0.07692279289932098
34,0.301833529488651,0.17308982958785998,0.6153846508875849
35,0.3085631510802672,0.17543468047019609,0.15384604733724536
36,0.31600082223879034,0.17276734050720446,0.09615372189345293
37,0.3226195962647139,0.17046468044250804,0.19230744378690587
38,0.3173269830376491,0.16569918032951228,0.5576923254437924
39,0.32073299170132674,0.16121323376720464,0.6923079053255092
40,0.3156925304303301,0.16055916629645875,0.2884616272189622
41,0.31426526061160176,0.15466242906257044,0.8269230236686227
42,0.3214818094943756,0.1526188811499275,0.11538465088758487
43,0.31568317378826466,0.14919869430924257,0.6153846508875849
44,0.3087606907989742,0.15441202431619416,0.7884616272189622
45,0.29974480236146356,0.14997400667548674,0.7884616272189622
46,0.29512997282850234,0.14804448567732015,0.8076925562130941
47,0.29043207922822595,0.14803785964712285,0.7884616272189622
48,0.2890151208109574,0.1526960352565911,0.7692306982248303
49,0.2947495012098233,0.1538203694670619,0.7692306982248303
50,0.3042910801699051,0.15230641704291348,0.8076925562130941
51,0.310140604551739,0.1591484711008175,0.8846153491124151
52,0.3114294342582757,0.16389610766554355,0.8653848816568865
53,0.31101058131194054,0.16880973869858462,0.3076920946744907
54,0.3047505103905033,0.1686768648336623,0.8461539526627546
55,0.3001541077138545,0.16775867272404216,0.8461539526627546
56,0.300398621594767,0.16233459867595876,0.8076925562130941
57,0.3057988362055838,0.16360537388234672,0.8461539526627546
58,0.30436469211921535,0.15842061982407027,0.7692306982248303
59,0.2995031527587343,0.1564684519330679,0.7884616272189622
60,0.2949285185962783,0.1602398565645866,0.7692306982248303
61,0.2958620823321488,0.16504836858830133,0.7692306982248303
62,0.2939837841754932,0.1691744090492859,0.7692306982248303
63,0.2973593360144886,0.17192483217478055,0.7884616272189622
64,0.29538556191839044,0.1756072436831448,0.5
65,0.29102718075877204,0.17405656166509273,0.8846153491124151
66,0.2897473257905431,0.170120527871193,0.7884616272189622
67,0.28632833239910127,0.16902688917525302,0.8461539526627546
68,0.2823317095740311,0.17057425817820643,0.8653848816568865
69,0.28022627415744156,0.1667319435664636,0.8269230236686227
70,0.27794182135439677,0.17055121983401889,0.7884616272189622
